Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Code-Review,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
apache-airflow-backport-providers-http,106644,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-providers-cloudant,106088,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-providers-docker,102474,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-providers-jira,102280,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-providers-vertica,94655,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-backport-providers-slack,93523,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-providers-apache-druid,89300,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-providers-apache-hdfs,87101,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-providers-microsoft-azure,85158,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-providers-jenkins,75531,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-providers-papermill,70724,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-providers-salesforce,69691,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-backport-providers-postgres,68429,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-providers-telegram,65000,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-providers-trino,63954,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
apache-airflow-providers-exasol,57969,7.95,10,6,0,10,10,0,10,10,10,,7,10,10,10,10
google-auth,64372953,7.92,10,7,0,10,10,10,10,10,10,,5,10,,10,10
google-cloud-aiplatform,1934690,7.47,10,8,0,10,10,10,0,10,10,,5,10,,10,10
google-api-python-client,26364453,7.42,10,8,0,10,10,10,10,10,10,,9,10,,0,10
ansible-lint,631596,7.32,10,8,0,10,10,10,0,10,10,10,7,10,,0,10
django-axes,172518,7.24,10,0,0,8,10,10,0,10,10,10,7,10,,9,10
jsii,764573,7.21,10,8,0,10,10,10,0,10,10,,,10,10,0,10
flask,35190212,7.16,10,3,0,5,10,10,10,10,10,,7,10,8,0,10
google-cloud-audit-log,3167108,7.16,10,8,0,10,10,10,0,10,6,,5,10,,10,10
sqlalchemy-bigquery,582671,7.16,10,8,0,10,10,10,0,10,6,,5,10,0,10,10
google-cloud-error-reporting,497990,7.16,10,8,0,10,10,10,10,10,10,,4,10,,0,10
django-simple-history,384721,7.16,10,6,0,10,10,10,0,10,10,10,7,10,,0,10
pybigquery,323011,7.16,10,8,0,10,10,10,0,10,6,,5,10,0,10,10
airflow-dbt,126161,7.11,10,8,0,10,10,10,0,10,2,,10,10,,10,10
google-api-core,109503977,7.08,10,7,0,10,10,10,10,10,10,,4,10,,0,10
aws-lambda-builders,467523,6.97,10,10,0,10,10,0,0,10,10,,9,10,,9,10
econml,121883,6.95,10,8,0,10,10,0,0,10,10,,10,10,,10,10
google-cloud-core,34567999,6.92,10,8,0,10,10,10,10,10,7,,4,10,,0,10
aws-cdk-aws-glue,1460028,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-logs-destinations,1393673,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-core,596301,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-s3,594000,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-lambda,574494,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-logs,558008,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-iam,520084,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-ec2,504284,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-cx-api,499164,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-events,496219,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-kms,495984,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-region-info,486814,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-cloudwatch,486422,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-cloud-assembly-schema,485341,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-s3-assets,475397,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-ecr,458338,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-ssm,458100,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-sqs,456996,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-ecr-assets,453071,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-sns,452736,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-applicationautoscaling,452325,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-efs,439941,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-codeguruprofiler,438818,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-autoscaling-common,438758,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-custom-resources,431895,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-cloudformation,431397,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-signer,418685,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-secretsmanager,408066,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-codestarnotifications,406036,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-kinesis,399663,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-assets,386875,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-certificatemanager,347391,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-elasticloadbalancingv2,341874,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-route53,338713,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-stepfunctions,318643,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-sns-subscriptions,317991,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-sam,313996,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-cognito,312366,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-apigateway,267400,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-autoscaling,260884,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-codebuild,259994,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-elasticloadbalancing,255652,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-cloudfront,249041,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-ecs,247476,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-route53-targets,242438,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-events-targets,239676,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-codecommit,234922,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-codepipeline,231950,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-servicediscovery,228774,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-autoscaling-hooktargets,227977,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-lib,225332,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
google-cloud-ndb,211876,6.92,10,8,0,10,10,10,0,10,3,,5,10,,10,10
aws-cdk-aws-globalaccelerator,207601,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-kinesisfirehose,200075,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-acmpca,191822,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-s3-notifications,174888,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-dynamodb,164614,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-ecs-patterns,134112,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-lambda-event-sources,112254,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-cloudwatch-actions,102220,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-rds,85954,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-stepfunctions-tasks,81405,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-lambda-layer-awscli,78527,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-eks,77185,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-batch,76923,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-codepipeline-actions,76243,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-s3-deployment,75300,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-codedeploy,65286,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-lambda-python-alpha,63922,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-aws-apigatewayv2,61652,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
aws-cdk-lambda-layer-kubectl,61157,6.92,3,8,0,10,10,10,0,10,10,,5,10,10,0,10
proto-plus,23583181,6.89,10,8,0,10,10,10,0,10,10,,9,10,,0,10
trufflehog,127495,6.89,10,6,0,8,10,10,0,10,10,10,5,10,0,0,10
sphinx-notfound-page,121128,6.89,10,8,0,6,10,10,0,10,10,,10,0,,10,10
werkzeug,43098050,6.87,10,3,0,6,10,10,0,10,10,,7,10,10,0,10
google-resumable-media,34508064,6.84,10,8,0,10,10,10,10,10,6,,4,10,,0,10
proxy-py,104036,6.82,10,4,0,9,10,10,0,10,10,10,5,10,0,0,10
jinja2,74708533,6.79,10,3,0,5,10,10,0,10,10,,7,10,10,0,10
streamlit,853471,6.79,10,8,0,10,10,10,0,10,10,,2,0,,10,10
auth0-python,383367,6.79,10,8,0,10,10,10,0,10,10,,7,10,,0,10
djangorestframework-api-key,111109,6.79,10,6,0,10,10,0,0,10,10,,10,10,,10,10
prettytable,7098461,6.76,10,3,0,8,10,10,0,10,10,10,7,10,,0,10
cyclonedx-python-lib,310214,6.76,10,3,0,8,10,10,0,10,10,10,7,10,0,0,10
pytest,39452073,6.71,10,8,0,9,10,10,0,10,10,10,7,0,,0,10
presidio-analyzer,60387,6.71,10,10,0,7,10,0,0,10,10,,7,10,,10,10
jira,3133177,6.68,10,8,0,10,10,10,0,10,10,10,5,0,0,0,10
pyvista,148160,6.68,10,8,0,10,10,10,0,10,10,10,5,0,0,0,10
google-crc32c,19302244,6.66,10,8,0,10,10,10,10,10,5,,2,10,,0,10
marshmallow,15642682,6.66,10,3,0,8,10,10,0,10,10,,10,0,,10,10
pymemcache,905842,6.66,10,6,0,9,10,10,0,10,10,,9,10,0,0,10
semgrep,326344,6.66,10,1,0,10,10,10,0,10,10,10,5,10,0,0,10
google-cloud-secret-manager,12733344,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-pubsub,11902546,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-bigquery-storage,8818822,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-dlp,6031832,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
pandas-gbq,5902063,6.63,10,8,0,10,10,10,0,10,10,,4,10,0,0,10
google-cloud-pubsublite,3342978,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-appengine-logging,3189865,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
db-dtypes,2985395,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-datastore,2748225,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-spanner,2704663,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-vision,2467721,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-language,2149306,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-monitoring,1984671,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-kms,1167836,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-dataproc,1142508,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
analytics-python,1058295,6.63,10,6,0,8,10,10,0,10,10,,5,0,,10,10
google-cloud-translate,1048291,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-build,1025400,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-trace,965613,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-resource-manager,900672,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-tasks,851278,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-container,751479,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-recommendations-ai,635853,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-datacatalog,596878,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-speech,592919,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-bigquery-datatransfer,578880,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-workflows,554738,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-memcache,542698,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
python-telegram-bot,527053,6.63,10,3,2,9,10,10,0,10,10,,7,0,10,0,10
google-cloud-texttospeech,505894,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-redis,496863,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-os-login,476960,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-dataflow-client,333356,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-orchestration-airflow,257917,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-dataproc-metastore,244144,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-dataplex,244042,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-iam,225933,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-billing,190388,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-scheduler,168595,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
google-cloud-compute,89451,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
aws-parallelcluster-node,88179,6.63,10,6,0,10,10,10,0,10,10,,7,10,,0,10
google-analytics-data,59478,6.63,10,8,0,10,10,10,0,10,10,,4,10,,0,10
kornia,441449,6.61,10,8,0,9,10,10,0,10,10,10,5,0,0,0,10
tqdm,38709435,6.55,10,3,5,5,10,0,0,10,10,,10,0,10,10,10
google-cloud-videointelligence,2198834,6.55,10,8,0,9,10,10,0,10,10,,4,10,,0,10
libhoney,184701,6.55,10,8,0,10,10,10,0,10,7,,7,10,0,0,10
google-cloud-firestore,3891144,6.53,10,8,0,10,10,10,0,10,10,,2,10,,0,10
ray,1300367,6.53,8,1,0,10,10,10,0,10,10,,2,10,,9,10
google-cloud-automl,540004,6.53,10,8,0,10,10,10,0,10,10,,2,10,,0,10
django-oauth-toolkit,322022,6.53,10,8,0,10,10,0,0,10,10,10,7,10,,0,10
paddlepaddle,77393,6.53,10,8,0,10,10,0,0,10,10,,2,10,,10,10
aws-sam-translator,3410708,6.50,10,4,0,10,10,0,0,10,10,,9,10,,9,10
flask-sqlalchemy,3883877,6.47,10,3,0,8,10,10,0,10,3,,7,10,10,0,10
amundsen-common,388147,6.47,10,8,2,10,10,0,0,10,10,10,5,10,,0,10
google-cloud-dns,203448,6.47,10,8,0,10,10,10,0,10,8,,4,10,,0,10
scmrepo,176298,6.47,10,6,0,8,10,10,0,10,10,10,7,0,,0,10
amundsen-databuilder,158777,6.47,10,8,2,10,10,0,0,10,10,10,5,10,,0,10
honeycomb-beeline,92774,6.47,10,6,0,10,10,10,0,10,8,,7,10,0,0,10
dvc-render,85194,6.47,10,6,0,8,10,10,0,10,10,10,7,0,,0,10
platformdirs,38331418,6.45,10,0,0,7,10,10,0,10,10,10,7,10,,0,10
filelock,35724485,6.45,10,0,0,7,10,10,0,10,10,10,7,10,,0,10
tox,4948202,6.45,10,0,0,7,10,10,0,10,10,10,7,10,,0,10
google-cloud-bigtable,3844784,6.42,10,8,0,10,10,10,0,10,10,,0,10,,0,10
skl2onnx,435857,6.42,10,8,0,10,10,0,0,10,10,,10,0,0,10,10
rasa,192861,6.42,10,8,0,10,10,10,0,10,10,10,0,0,,0,10
pipelinewise-singer-python,138476,6.42,10,8,0,10,10,10,0,10,4,,9,10,,0,10
rasa-sdk,78204,6.42,10,8,0,10,10,10,0,10,10,10,0,0,,0,10
workos,66073,6.42,10,8,0,10,10,0,0,10,10,,10,0,,10,10
glean-parser,65450,6.42,10,3,0,5,10,10,0,10,10,,10,0,,10,10
sentry-sdk,15467068,6.39,10,8,0,5,10,10,0,10,10,,7,10,0,0,10
rich,9806817,6.39,10,6,0,7,10,10,0,10,10,,7,10,,0,10
pytorch-lightning,2719922,6.39,10,1,0,10,10,10,0,10,10,10,0,10,0,0,10
google-cloud,2332550,6.39,10,8,0,10,10,10,0,10,5,,7,10,,0,10
cachelib,1880759,6.39,10,3,0,10,10,10,0,10,10,,7,10,,0,10
msedge-selenium-tools,63983,6.39,10,6,0,9,10,0,0,10,1,,10,10,5,10,10
requests,194347797,6.37,10,6,0,10,10,0,10,10,10,,7,10,0,0,10
matplotlib,26972300,6.37,10,6,0,10,10,10,0,10,10,,2,10,,0,10
grpc-google-iam-v1,12075809,6.37,10,8,0,4,10,10,0,10,2,,5,10,,10,10
starlette,7846725,6.37,10,8,0,10,10,10,0,10,10,,9,0,,0,10
brotli,6848476,6.37,10,0,0,9,10,0,10,10,5,,10,10,0,10,10
httpx,6663744,6.37,10,8,0,10,10,10,0,10,10,,9,0,,0,10
httpcore,6398777,6.37,10,8,0,10,10,10,0,10,10,,9,0,,0,10
ansible,4816644,6.37,10,3,2,9,10,0,10,10,10,,7,0,,10,10
ansible-core,2205787,6.37,10,3,2,9,10,0,10,10,10,,7,0,,10,10
djangorestframework-simplejwt,702810,6.37,10,6,0,10,10,0,0,10,10,10,7,10,,0,10
ansible-base,585938,6.37,10,3,2,9,10,0,10,10,10,,7,0,,10,10
checkov,368149,6.37,10,6,2,4,10,10,0,10,10,10,0,10,,0,10
aqtinstall,77389,6.37,10,0,0,6,10,10,0,10,10,10,7,10,0,0,10
marshmallow-sqlalchemy,4198881,6.34,10,3,0,8,10,10,0,10,6,,10,0,,10,10
dash,830780,6.34,10,8,0,9,10,0,0,10,10,,10,0,,10,10
tf2onnx,200928,6.34,9,8,0,10,10,0,0,10,10,,10,0,,10,10
neo4j,462896,6.32,10,2,0,10,10,0,0,10,10,,7,10,,10,10
cloudformation-cli-go-plugin,457117,6.32,10,10,0,10,10,0,0,10,0,,10,10,0,10,10
neo4j-driver,199175,6.32,10,2,0,10,10,0,0,10,10,,7,10,,10,10
pyarrow,51607055,6.29,10,3,0,10,10,0,10,10,10,10,,10,,0,10
connexion,3118782,6.29,10,6,0,9,10,0,0,10,10,10,7,10,,0,10
magicgui,2074120,6.26,10,8,0,10,10,10,0,10,10,,7,0,0,0,10
cmake,1192638,6.26,10,3,0,9,10,10,0,10,10,,7,0,6,0,10
jupyterhub,1082881,6.26,10,0,0,6,10,10,0,10,10,10,5,10,,0,10
jupyter-dash,340515,6.26,10,0,0,9,10,10,0,10,7,,10,0,0,10,10
openai,242111,6.26,10,6,0,10,10,0,0,10,10,,10,0,,10,10
httpie,240566,6.26,10,0,0,6,10,10,0,10,10,10,5,10,0,0,10
django-hijack,88347,6.26,10,0,0,10,10,10,0,10,10,,9,10,,0,10
googlemaps,1892097,6.24,10,8,0,3,10,10,0,10,10,,7,10,,0,10
aiohttp,43029414,6.21,10,3,0,9,10,10,10,10,10,,5,0,0,0,10
build,3315048,6.18,10,8,0,9,10,10,0,10,10,,7,0,,0,10
zarr,470128,6.18,10,8,0,9,10,10,0,10,10,,7,0,,0,10
onnxconverter-common,451654,6.18,10,0,0,10,10,0,0,10,10,,9,10,0,9,10
pybase64,423039,6.18,10,8,0,9,10,10,0,10,10,,7,0,0,0,10
recurring-ical-events,123964,6.18,10,3,0,2,10,10,0,10,10,,10,0,,10,10
simpleitk,95763,6.18,10,8,0,9,10,0,0,10,10,,7,0,0,10,10
faust-streaming,65497,6.18,10,8,0,9,10,10,0,10,10,,7,0,0,0,10
markupsafe,70869726,6.16,10,3,0,7,10,10,0,10,10,,7,10,,0,10
pydantic,25314125,6.16,10,1,0,9,10,10,0,10,10,,7,10,,0,10
snowflake-connector-python,19422567,6.16,10,8,0,10,10,10,0,10,10,,5,0,,0,10
knack,5690807,6.16,10,8,0,10,10,0,0,10,0,,10,10,,10,10
pybind11,3638666,6.16,10,1,0,9,10,10,0,10,10,10,7,0,,0,10
humanize,3261708,6.16,10,3,0,7,10,10,0,10,10,,7,10,,0,10
aws-encryption-sdk,505976,6.16,10,8,0,10,10,10,0,10,2,,7,10,,0,10
inquirer,397429,6.16,10,0,0,10,10,10,0,10,10,10,7,0,,0,10
kedro,378711,6.16,10,10,0,10,10,0,0,10,10,,2,0,,10,10
nox-poetry,198053,6.16,10,0,0,10,10,10,0,10,10,10,7,0,,0,10
flake8-pyi,129973,6.16,10,0,0,10,10,0,0,10,10,10,7,0,,10,10
pytest-github-actions-annotate-failures,94283,6.16,10,3,0,7,10,10,0,10,10,10,7,0,,0,10
datamodel-code-generator,87865,6.16,10,0,0,10,10,10,0,10,10,10,7,0,,0,10
pulumi,85019,6.16,10,8,0,10,10,0,10,10,10,,0,10,0,0,10
onnx,1240422,6.13,10,8,5,10,10,0,0,10,10,,7,10,0,0,10
